epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
160,4775.07,0.49041,0.42274,0.9632,0.99341,1,0.995,0.93508,0.36308,0.26944,0.87996,0.000279476,0.000279476,0.000279476
161,4804.69,0.38133,0.34491,0.90177,0.9821,0.97865,0.995,0.93579,0.35916,0.27171,0.87415,0.000277536,0.000277536,0.000277536
162,4834.78,0.40228,0.36797,0.8817,0.99111,0.96275,0.995,0.93777,0.3514,0.27227,0.8616,0.000275596,0.000275596,0.000275596
163,4865.36,0.39083,0.36976,0.89811,0.96688,1,0.995,0.94307,0.3402,0.27724,0.85837,0.000273655,0.000273655,0.000273655
164,4894.87,0.37784,0.4198,0.89745,0.9907,1,0.995,0.94818,0.32714,0.26455,0.85607,0.000271715,0.000271715,0.000271715
165,4924.4,0.53037,0.62022,1.06985,0.98172,1,0.995,0.95669,0.31268,0.26301,0.84833,0.000269774,0.000269774,0.000269774
166,4953.9,0.39478,0.38701,0.92276,0.98011,0.99738,0.995,0.9483,0.32619,0.26878,0.85189,0.000267834,0.000267834,0.000267834
167,4983.24,0.50123,0.36834,1.02046,0.99141,1,0.995,0.95071,0.34024,0.26776,0.85714,0.000265894,0.000265894,0.000265894
168,5012.14,0.40724,0.36868,0.89887,0.99309,1,0.995,0.94431,0.34983,0.25929,0.85987,0.000263953,0.000263953,0.000263953
169,5041.6,0.40719,0.37436,0.91016,0.99399,1,0.995,0.94712,0.3217,0.25663,0.85607,0.000262013,0.000262013,0.000262013
170,5071.13,0.34732,0.33818,0.88761,0.99421,1,0.995,0.94456,0.32385,0.24719,0.85803,0.000260072,0.000260072,0.000260072
171,5100.66,0.34952,0.35428,0.83982,0.9942,1,0.995,0.94612,0.32561,0.2533,0.85755,0.000258132,0.000258132,0.000258132
172,5130.37,0.39211,0.45645,0.9048,0.99335,1,0.995,0.94548,0.32056,0.25937,0.85575,0.000256192,0.000256192,0.000256192
173,5160.41,0.39165,0.3715,0.90827,0.99182,1,0.995,0.93758,0.33534,0.26224,0.8603,0.000254251,0.000254251,0.000254251
174,5190.19,0.39451,0.36911,0.90642,0.9938,1,0.995,0.9357,0.34275,0.25618,0.86491,0.000252311,0.000252311,0.000252311
175,5219.89,0.41082,0.35768,0.93223,0.99241,0.98674,0.995,0.94633,0.32783,0.25314,0.85843,0.00025037,0.00025037,0.00025037
176,5249.24,0.36853,0.33869,0.91513,0.99061,0.97618,0.995,0.94893,0.3224,0.26206,0.85116,0.00024843,0.00024843,0.00024843
177,5278.81,0.33924,0.35957,0.84261,0.97872,0.99086,0.995,0.94013,0.3415,0.25566,0.85666,0.00024649,0.00024649,0.00024649
